student_id,profile,semester,course_code,course_name,course_level,course_hours,grade,passed
3,جيد,2,إنجل 3112,لغة انجليزية 2,2,3,60.9,True
3,جيد,2,فيز 3111,فيزياء عامة 1,2,4,85.9,True
3,جيد,2,قرا 3009,القرآن الكريم 1,2,1,77.2,True
3,جيد,2,عال 3221,أساسيات الحوسبة,3,3,67.8,True
3,جيد,3,قرأ 3010,القرآن الكريم 2,3,1,64.7,True
3,جيد,3,عال 3271,أساسيات البرمجة,3,3,82.8,True
3,جيد,3,تقا 3281,مناهج البحث والكتابة التقنية,3,3,77.1,True
3,جيد,3,ثقف 3001,قيم إسلامية,3,2,65.9,True
3,جيد,3,عال 3231,الرياضيات المتقطعة,3,3,53.1,False
3,جيد,3,عال 3212,معمارية وتنظيم الحاسب,4,3,83.7,True
3,جيد,3,عال 3211,النظم الرقمية,4,3,78.2,True
3,جيد,4,عال 3231,الرياضيات المتقطعة,3,3,60.6,True
3,جيد,4,فيز 3654,ميكانيكا الكم,4,3,69.5,True
3,جيد,4,سنه 3020,السنة والسيرة,4,2,67.0,True
3,جيد,4,ريض 3201,معادلات تفاضلية,4,3,61.4,True
3,جيد,4,احص 3403,إحصاء متقدم ونظرية الاحتمالات,4,3,79.3,True
3,جيد,4,عال 3361,نظم التشغيل,5,3,76.5,True
3,جيد,4,تقا 3320,أساسيات شبكات الحاسب,5,3,94.7,True
3,جيد,5,ترخ 3008,تاريخ المملكة,5,2,75.8,True
3,جيد,5,عال 3372,البرمجة الشيئية,5,3,77.1,True
3,جيد,5,قرأ 3011,القرآن الكريم 3,5,1,74.3,True
3,جيد,5,عال 3302,الخوارزميات والتعقيد,5,3,66.9,True
3,جيد,5,عال 3304,المترجمات ونظرية الحوسبة,6,3,70.3,True
3,جيد,5,نما 3210,نظم قواعد البيانات,6,3,68.6,True
3,جيد,5,فقه 3010,الفقه,8,2,78.2,True
3,جيد,5,أدب 3004,المهارات اللغوية,8,2,88.1,True
3,جيد,6,عال 3366,لغات ومنهجيات البرمجة,6,3,70.7,True
3,جيد,6,عال 3381,هندسة البرمجيات,6,3,88.1,True
3,جيد,6,عال 3301,هياكل البيانات,6,3,80.7,True
3,جيد,6,قرأ 3012,القرآن الكريم 4,7,1,88.2,True
3,جيد,6,عال 3414,الحوسبة الكمومية,7,3,76.7,True
3,جيد,6,عال 3474,البرمجة المتقدمة,7,3,65.2,True
3,جيد,7,عال 3451,الذكاء الاصطناعي,7,3,87.3,True
3,جيد,7,عال 3483,التطوير القائم على المنصات,7,3,87.5,True
3,جيد,7,تقا 3407,تفاعل الإنسان والحاسب,7,3,68.0,True
3,جيد,7,عال 3452,تعلم الآلة,8,3,72.0,True
3,جيد,7,عال 3441,الرسومات والتصور بالحاسب,8,3,94.1,True
3,جيد,7,تقا 3306,أساسيات الأمن السيبراني,8,3,82.0,True
3,جيد,8,عال 3413,الحوسبة المتوازية والموزعة,8,3,81.2,True
3,جيد,8,نما 3540,الأخلاقيات والابتكار المسؤول,9,2,79.1,True
3,جيد,8,عال 3553,التعلم العميق,9,3,66.9,True
3,جيد,8,عال 3453,التدريب الميداني,9,3,69.7,True
3,جيد,8,عال 3591,مشروع تخرج 1,9,4,81.6,True
3,جيد,8,عقد 3006,العقيدة,10,3,72.3,True
3,جيد,9,عال 3592,مشروع تخرج 2,10,4,65.9,True
4,ضعيف,1,مهج 3111,مهارات جامعية,1,1,60.0,True
4,ضعيف,1,ريض 3140,جبر وهندسة,1,3,60.0,True
4,ضعيف,1,كيم 3111,كيمياء عامة 1,1,4,60.8,True
4,ضعيف,1,إنجل 3111,لغة انجليزية 1,1,3,60.0,True
4,ضعيف,1,تقا 3110,الحوسبة وتقنية المعلومات,1,2,45.8,False
4,ضعيف,1,ريض 3111,تفاضل وتكامل 1,1,3,60.0,True
4,ضعيف,2,تقا 3110,الحوسبة وتقنية المعلومات,1,2,60.0,True
4,ضعيف,2,إدا 3111,ريادة أعمال,2,1,60.0,True
4,ضعيف,2,احص 3111,إحصاء عام,2,3,54.5,False
4,ضعيف,2,قرا 3009,القرآن الكريم 1,2,1,60.0,True
4,ضعيف,2,إنجل 3112,لغة انجليزية 2,2,3,49.9,False
4,ضعيف,2,ريض 3112,تفاضل وتكامل 2,2,3,60.0,True
4,ضعيف,3,احص 3111,إحصاء عام,2,3,41.7,False
4,ضعيف,3,فيز 3111,فيزياء عامة 1,2,4,42.2,False
4,ضعيف,3,إنجل 3112,لغة انجليزية 2,2,3,68.8,True
4,ضعيف,3,قرأ 3010,القرآن الكريم 2,3,1,56.5,False
4,ضعيف,3,عال 3271,أساسيات البرمجة,3,3,60.0,True
4,ضعيف,3,عال 3231,الرياضيات المتقطعة,3,3,49.9,False
4,ضعيف,4,فيز 3111,فيزياء عامة 1,2,4,65.4,True
4,ضعيف,4,احص 3111,إحصاء عام,2,3,55.8,False
4,ضعيف,4,ثقف 3001,قيم إسلامية,3,2,60.0,True
4,ضعيف,4,عال 3231,الرياضيات المتقطعة,3,3,60.0,True
4,ضعيف,4,عال 3221,أساسيات الحوسبة,3,3,60.0,True
4,ضعيف,5,احص 3111,إحصاء عام,2,3,60.0,True
4,ضعيف,5,تقا 3281,مناهج البحث والكتابة التقنية,3,3,60.0,True
4,ضعيف,5,قرأ 3010,القرآن الكريم 2,3,1,60.0,True
4,ضعيف,5,عال 3211,النظم الرقمية,4,3,71.7,True
4,ضعيف,5,فيز 3654,ميكانيكا الكم,4,3,77.0,True
4,ضعيف,5,سنه 3020,السنة والسيرة,4,2,47.3,False
4,ضعيف,5,ريض 3201,معادلات تفاضلية,4,3,60.0,True
4,ضعيف,6,احص 3403,إحصاء متقدم ونظرية الاحتمالات,4,3,60.0,True
4,ضعيف,6,عال 3212,معمارية وتنظيم الحاسب,4,3,60.0,True
4,ضعيف,6,سنه 3020,السنة والسيرة,4,2,60.0,True
4,ضعيف,6,قرأ 3011,القرآن الكريم 3,5,1,48.9,False
4,ضعيف,6,تقا 3320,أساسيات شبكات الحاسب,5,3,63.4,True
4,ضعيف,7,ترخ 3008,تاريخ المملكة,5,2,53.0,False
4,ضعيف,7,عال 3361,نظم التشغيل,5,3,60.0,True
4,ضعيف,7,عال 3302,الخوارزميات والتعقيد,5,3,60.0,True
4,ضعيف,7,عال 3372,البرمجة الشيئية,5,3,60.0,True
4,ضعيف,7,قرأ 3011,القرآن الكريم 3,5,1,60.0,True
4,ضعيف,8,ترخ 3008,تاريخ المملكة,5,2,62.3,True
4,ضعيف,8,عال 3301,هياكل البيانات,6,3,44.9,False
4,ضعيف,8,عال 3366,لغات ومنهجيات البرمجة,6,3,55.3,False
4,ضعيف,8,عال 3304,المترجمات ونظرية الحوسبة,6,3,64.4,True
4,ضعيف,8,عال 3381,هندسة البرمجيات,6,3,61.1,True
4,ضعيف,8,نما 3210,نظم قواعد البيانات,6,3,64.9,True
4,ضعيف,9,عال 3301,هياكل البيانات,6,3,60.0,True
4,ضعيف,9,عال 3366,لغات ومنهجيات البرمجة,6,3,60.0,True
4,ضعيف,9,عال 3483,التطوير القائم على المنصات,7,3,51.5,False
4,ضعيف,9,عال 3414,الحوسبة الكمومية,7,3,62.1,True
4,ضعيف,9,قرأ 3012,القرآن الكريم 4,7,1,60.0,True
4,ضعيف,9,تقا 3407,تفاعل الإنسان والحاسب,7,3,60.0,True
4,ضعيف,10,عال 3451,الذكاء الاصطناعي,7,3,67.7,True
4,ضعيف,10,عال 3474,البرمجة المتقدمة,7,3,57.3,False
4,ضعيف,10,عال 3483,التطوير القائم على المنصات,7,3,60.0,True
4,ضعيف,10,فقه 3010,الفقه,8,2,60.0,True
4,ضعيف,10,عال 3413,الحوسبة المتوازية والموزعة,8,3,60.0,True
4,ضعيف,10,عال 3452,تعلم الآلة,8,3,43.1,False
4,ضعيف,11,عال 3474,البرمجة المتقدمة,7,3,64.6,True
4,ضعيف,11,عال 3441,الرسومات والتصور بالحاسب,8,3,85.1,True
4,ضعيف,11,عال 3452,تعلم الآلة,8,3,60.0,True
4,ضعيف,11,أدب 3004,المهارات اللغوية,8,2,60.0,True
4,ضعيف,11,تقا 3306,أساسيات الأمن السيبراني,8,3,60.0,True
4,ضعيف,12,عال 3453,التدريب الميداني,9,3,44.4,False
4,ضعيف,12,نما 3540,الأخلاقيات والابتكار المسؤول,9,2,56.8,False
4,ضعيف,12,عال 3591,مشروع تخرج 1,9,4,61.3,True
4,ضعيف,12,عال 3553,التعلم العميق,9,3,55.7,False
4,ضعيف,12,عقد 3006,العقيدة,10,3,60.0,True
4,ضعيف,13,نما 3540,الأخلاقيات والابتكار المسؤول,9,2,60.5,True
4,ضعيف,13,عال 3453,التدريب الميداني,9,3,60.0,True
4,ضعيف,13,عال 3553,التعلم العميق,9,3,60.0,True
4,ضعيف,13,عال 3592,مشروع تخرج 2,10,4,75.2,True
5,جيد,1,إنجل 3111,لغة انجليزية 1,1,3,45.2,False
5,جيد,1,مهج 3111,مهارات جامعية,1,1,90.2,True
5,جيد,1,ريض 3140,جبر وهندسة,1,3,71.3,True
5,جيد,1,تقا 3110,الحوسبة وتقنية المعلومات,1,2,62.4,True
5,جيد,1,كيم 3111,كيمياء عامة 1,1,4,46.3,False
5,جيد,1,ريض 3111,تفاضل وتكامل 1,1,3,60.0,True
5,جيد,1,قرا 3009,القرآن الكريم 1,2,1,80.2,True
5,جيد,1,إدا 3111,ريادة أعمال,2,1,90.5,True
5,جيد,2,إنجل 3111,لغة انجليزية 1,1,3,82.3,True
5,جيد,2,كيم 3111,كيمياء عامة 1,1,4,76.6,True
5,جيد,2,احص 3111,إحصاء عام,2,3,78.2,True
5,جيد,2,ريض 3112,تفاضل وتكامل 2,2,3,77.9,True
5,جيد,2,فيز 3111,فيزياء عامة 1,2,4,68.7,True
5,جيد,3,إنجل 3112,لغة انجليزية 2,2,3,71.1,True
5,جيد,3,قرأ 3010,القرآن الكريم 2,3,1,83.9,True
5,جيد,3,ثقف 3001,قيم إسلامية,3,2,84.0,True
5,جيد,3,عال 3271,أساسيات البرمجة,3,3,68.1,True
5,جيد,3,عال 3221,أساسيات الحوسبة,3,3,83.3,True
5,جيد,3,عال 3231,الرياضيات المتقطعة,3,3,63.1,True
5,جيد,3,احص 3403,إحصاء متقدم ونظرية الاحتمالات,4,3,82.0,True
5,جيد,4,تقا 3281,مناهج البحث والكتابة التقنية,3,3,79.0,True
5,جيد,4,ريض 3201,معادلات تفاضلية,4,3,78.0,True
5,جيد,4,عال 3212,معمارية وتنظيم الحاسب,4,3,66.0,True
5,جيد,4,فيز 3654,ميكانيكا الكم,4,3,72.3,True
5,جيد,4,عال 3211,النظم الرقمية,4,3,81.4,True
5,جيد,4,سنه 3020,السنة والسيرة,4,2,81.2,True
5,جيد,5,قرأ 3011,القرآن الكريم 3,5,1,75.0,True
5,جيد,5,عال 3372,البرمجة الشيئية,5,3,81.6,True
5,جيد,5,عال 3302,الخوارزميات والتعقيد,5,3,77.2,True
5,جيد,5,ترخ 3008,تاريخ المملكة,5,2,64.9,True
5,جيد,5,تقا 3320,أساسيات شبكات الحاسب,5,3,66.9,True
5,جيد,5,عال 3361,نظم التشغيل,5,3,68.6,True
5,جيد,5,نما 3210,نظم قواعد البيانات,6,3,45.2,False
5,جيد,6,نما 3210,نظم قواعد البيانات,6,3,73.5,True
5,جيد,6,عال 3381,هندسة البرمجيات,6,3,62.4,True
5,جيد,6,عال 3366,لغات ومنهجيات البرمجة,6,3,80.4,True
5,جيد,6,عال 3301,هياكل البيانات,6,3,77.5,True
5,جيد,6,عال 3304,المترجمات ونظرية الحوسبة,6,3,74.4,True
5,جيد,6,عال 3474,البرمجة المتقدمة,7,3,87.7,True
5,جيد,7,عال 3483,التطوير القائم على المنصات,7,3,88.9,True
5,جيد,7,عال 3414,الحوسبة الكمومية,7,3,71.4,True
5,جيد,7,قرأ 3012,القرآن الكريم 4,7,1,82.8,True
5,جيد,7,تقا 3407,تفاعل الإنسان والحاسب,7,3,82.4,True
5,جيد,7,عال 3451,الذكاء الاصطناعي,7,3,70.3,True
5,جيد,7,عال 3452,تعلم الآلة,8,3,74.8,True
5,جيد,8,تقا 3306,أساسيات الأمن السيبراني,8,3,60.0,True
5,جيد,8,عال 3413,الحوسبة المتوازية والموزعة,8,3,87.7,True
5,جيد,8,فقه 3010,الفقه,8,2,64.1,True
5,جيد,8,أدب 3004,المهارات اللغوية,8,2,79.0,True
5,جيد,8,عال 3441,الرسومات والتصور بالحاسب,8,3,82.7,True
5,جيد,8,عال 3553,التعلم العميق,9,3,81.3,True
5,جيد,8,عال 3591,مشروع تخرج 1,9,4,56.5,False
5,جيد,9,عال 3591,مشروع تخرج 1,9,4,80.8,True
5,جيد,9,عال 3453,التدريب الميداني,9,3,89.0,True
5,جيد,9,نما 3540,الأخلاقيات والابتكار المسؤول,9,2,73.2,True
5,جيد,9,عقد 3006,العقيدة,10,3,72.4,True
5,جيد,10,عال 3592,مشروع تخرج 2,10,4,76.7,True
6,متفوق,1,كيم 3111,كيمياء عامة 1,1,4,79.3,True
6,متفوق,1,تقا 3110,الحوسبة وتقنية المعلومات,1,2,86.4,True
6,متفوق,1,ريض 3111,تفاضل وتكامل 1,1,3,88.4,True
6,متفوق,1,ريض 3140,جبر وهندسة,1,3,77.9,True
6,متفوق,1,إنجل 3111,لغة انجليزية 1,1,3,75.0,True
6,متفوق,1,مهج 3111,مهارات جامعية,1,1,82.1,True
6,متفوق,2,إنجل 3112,لغة انجليزية 2,2,3,93.2,True
6,متفوق,2,قرا 3009,القرآن الكريم 1,2,1,81.2,True
6,متفوق,2,فيز 3111,فيزياء عامة 1,2,4,90.7,True
6,متفوق,2,إدا 3111,ريادة أعمال,2,1,86.7,True
6,متفوق,2,ريض 3112,تفاضل وتكامل 2,2,3,94.0,True
6,متفوق,2,احص 3111,إحصاء عام,2,3,90.1,True
6,متفوق,2,عال 3271,أساسيات البرمجة,3,3,79.6,True
6,متفوق,3,تقا 3281,مناهج البحث والكتابة التقنية,3,3,84.7,True
6,متفوق,3,عال 3221,أساسيات الحوسبة,3,3,83.8,True
6,متفوق,3,قرأ 3010,القرآن الكريم 2,3,1,100.0,True
6,متفوق,3,ثقف 3001,قيم إسلامية,3,2,81.3,True
6,متفوق,3,عال 3231,الرياضيات المتقطعة,3,3,84.6,True
6,متفوق,3,ريض 3201,معادلات تفاضلية,4,3,45.9,False
6,متفوق,3,سنه 3020,السنة والسيرة,4,2,81.7,True
6,متفوق,3,احص 3403,إحصاء متقدم ونظرية الاحتمالات,4,3,88.4,True
6,متفوق,4,عال 3212,معمارية وتنظيم الحاسب,4,3,84.1,True
6,متفوق,4,فيز 3654,ميكانيكا الكم,4,3,82.3,True
6,متفوق,4,ريض 3201,معادلات تفاضلية,4,3,90.4,True
6,متفوق,4,عال 3211,النظم الرقمية,4,3,83.4,True
6,متفوق,4,ترخ 3008,تاريخ المملكة,5,2,89.7,True
6,متفوق,4,عال 3372,البرمجة الشيئية,5,3,83.0,True
6,متفوق,4,عال 3302,الخوارزميات والتعقيد,5,3,86.9,True
6,متفوق,5,قرأ 3011,القرآن الكريم 3,5,1,85.4,True
6,متفوق,5,تقا 3320,أساسيات شبكات الحاسب,5,3,87.1,True
6,متفوق,5,عال 3361,نظم التشغيل,5,3,85.8,True
6,متفوق,5,عال 3381,هندسة البرمجيات,6,3,97.9,True
6,متفوق,5,نما 3210,نظم قواعد البيانات,6,3,91.9,True
6,متفوق,5,عال 3366,لغات ومنهجيات البرمجة,6,3,93.1,True
6,متفوق,5,عال 3301,هياكل البيانات,6,3,82.7,True
6,متفوق,6,عال 3304,المترجمات ونظرية الحوسبة,6,3,89.7,True
6,متفوق,6,قرأ 3012,القرآن الكريم 4,7,1,78.2,True
6,متفوق,6,تقا 3407,تفاعل الإنسان والحاسب,7,3,44.1,False
6,متفوق,6,عال 3451,الذكاء الاصطناعي,7,3,79.4,True
6,متفوق,6,عال 3483,التطوير القائم على المنصات,7,3,83.1,True
6,متفوق,6,عال 3414,الحوسبة الكمومية,7,3,84.0,True
6,متفوق,6,عال 3474,البرمجة المتقدمة,7,3,91.2,True
6,متفوق,7,تقا 3407,تفاعل الإنسان والحاسب,7,3,91.1,True
6,متفوق,7,تقا 3306,أساسيات الأمن السيبراني,8,3,80.3,True
6,متفوق,7,عال 3441,الرسومات والتصور بالحاسب,8,3,92.4,True
6,متفوق,7,عال 3452,تعلم الآلة,8,3,94.7,True
6,متفوق,7,أدب 3004,المهارات اللغوية,8,2,91.0,True
6,متفوق,7,فقه 3010,الفقه,8,2,82.4,True
6,متفوق,8,عال 3413,الحوسبة المتوازية والموزعة,8,3,86.0,True
6,متفوق,8,نما 3540,الأخلاقيات والابتكار المسؤول,9,2,94.3,True
6,متفوق,8,عال 3591,مشروع تخرج 1,9,4,92.8,True
6,متفوق,8,عال 3453,التدريب الميداني,9,3,84.7,True
6,متفوق,8,عال 3553,التعلم العميق,9,3,92.4,True
6,متفوق,8,عقد 3006,العقيدة,10,3,81.3,True
6,متفوق,9,عال 3592,مشروع تخرج 2,10,4,72.5,True
7,متفوق,1,مهج 3111,مهارات جامعية,1,1,90.0,True
7,متفوق,1,ريض 3140,جبر وهندسة,1,3,81.9,True
7,متفوق,1,كيم 3111,كيمياء عامة 1,1,4,93.3,True
7,متفوق,1,ريض 3111,تفاضل وتكامل 1,1,3,86.5,True
7,متفوق,1,تقا 3110,الحوسبة وتقنية المعلومات,1,2,80.8,True
7,متفوق,1,إنجل 3111,لغة انجليزية 1,1,3,95.9,True
7,متفوق,1,إدا 3111,ريادة أعمال,2,1,82.3,True
7,متفوق,1,قرا 3009,القرآن الكريم 1,2,1,90.9,True
7,متفوق,2,ريض 3112,تفاضل وتكامل 2,2,3,84.3,True
7,متفوق,2,احص 3111,إحصاء عام,2,3,83.7,True
7,متفوق,2,إنجل 3112,لغة انجليزية 2,2,3,91.2,True
7,متفوق,2,فيز 3111,فيزياء عامة 1,2,4,87.0,True
7,متفوق,2,عال 3271,أساسيات البرمجة,3,3,90.2,True
7,متفوق,3,ثقف 3001,قيم إسلامية,3,2,88.5,True
7,متفوق,3,عال 3221,أساسيات الحوسبة,3,3,95.7,True
7,متفوق,3,عال 3231,الرياضيات المتقطعة,3,3,95.0,True
7,متفوق,3,قرأ 3010,القرآن الكريم 2,3,1,81.0,True
7,متفوق,3,تقا 3281,مناهج البحث والكتابة التقنية,3,3,82.0,True
7,متفوق,3,ريض 3201,معادلات تفاضلية,4,3,89.5,True
7,متفوق,3,فيز 3654,ميكانيكا الكم,4,3,89.8,True
7,متفوق,3,سنه 3020,السنة والسيرة,4,2,98.9,True
